customer_id,tenure,Tenure_group,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn,Churn_Value,Audit_Difference
1225,61,4+ Years,101.69,6203.09,Month-to-month,Credit,Fiber,Yes,No,0,No,0,$0.00
1226,43,2-4 Years,75.54,3248.22,One year,Credit,Fiber,Yes,No,2,No,0,$0.00
1227,70,4+ Years,20.43,1430.10,Month-to-month,Debit,Fiber,Yes,No,3,No,0,$0.00
1228,39,2-4 Years,71.98,2807.22,Month-to-month,UPI,Fiber,No,Yes,1,No,0,$0.00
1229,56,4+ Years,59.57,3335.92,One year,Credit,DSL,No,No,2,No,0,$0.00
1230,63,4+ Years,49.64,3127.32,Month-to-month,Credit,Fiber,Yes,Yes,3,No,0,$0.00
1231,46,2-4 Years,97.13,4467.98,Month-to-month,Cash,DSL,Yes,No,3,Yes,1,$0.00
1232,11,0-1 Year,109.95,1209.45,One year,Credit,DSL,No,No,1,Yes,1,$0.00
1233,62,4+ Years,96.27,5968.74,Month-to-month,Credit,DSL,Yes,Yes,3,No,0,$0.00
1234,25,2-4 Years,104.68,2617.00,Month-to-month,Cash,Fiber,No,Yes,3,Yes,1,$0.00
1235,71,4+ Years,110.88,7872.48,Month-to-month,Debit,Fiber,No,No,1,Yes,1,$0.00
1236,52,4+ Years,111.26,5785.52,Month-to-month,Cash,DSL,No,Yes,3,Yes,1,$0.00
1237,4,0-1 Year,31.46,125.84,One year,Cash,DSL,No,Yes,2,No,0,$0.00
1238,59,4+ Years,65.64,3872.76,One year,Debit,Not_Specified,Yes,No,1,No,0,$0.00
1239,72,4+ Years,20.03,1442.16,Two year,Debit,DSL,No,Yes,1,No,0,$0.00
1240,20,1-2 Years,70.65,1413.00,Month-to-month,Cash,Fiber,Yes,Yes,1,No,0,$0.00
1241,63,4+ Years,112.42,7082.46,Two year,UPI,Fiber,No,No,3,Yes,1,$0.00
1242,54,4+ Years,39.91,2155.14,One year,Credit,Fiber,No,No,1,No,0,$0.00
1243,57,4+ Years,83.98,4786.86,Month-to-month,Credit,Fiber,No,Yes,1,Yes,1,$0.00
1244,41,2-4 Years,84.44,3462.04,Two year,Credit,Fiber,Yes,Yes,3,No,0,$0.00
1245,3,0-1 Year,36.04,108.12,Month-to-month,Debit,Fiber,No,No,3,Yes,1,$0.00
1246,6,0-1 Year,43.85,263.10,Month-to-month,Credit,DSL,No,Yes,0,No,0,$0.00
1247,5,0-1 Year,66.20,331.00,Month-to-month,Debit,Fiber,No,No,3,Yes,1,$0.00
1248,5,0-1 Year,38.82,194.10,One year,Debit,Fiber,No,No,0,No,0,$0.00
1249,54,4+ Years,78.50,4239.00,Month-to-month,UPI,DSL,No,Yes,2,Yes,1,$0.00
1250,47,2-4 Years,68.45,3217.15,Month-to-month,Credit,DSL,Yes,No,1,No,0,$0.00
1251,49,4+ Years,71.92,3524.08,Two year,Debit,Fiber,No,No,3,No,0,$0.00
1252,9,0-1 Year,33.45,301.05,Month-to-month,Credit,Fiber,Yes,Yes,1,No,0,$0.00
1253,20,1-2 Years,71.73,1434.60,Month-to-month,Debit,DSL,Yes,Yes,4,No,0,$0.00
1254,61,4+ Years,24.95,1521.95,Two year,Cash,Fiber,No,Yes,1,Yes,1,$0.00
1255,35,2-4 Years,108.15,3785.25,Month-to-month,Debit,Not_Specified,No,Yes,2,Yes,1,$0.00
1256,50,4+ Years,54.32,2716.00,Month-to-month,Debit,Fiber,No,No,3,Yes,1,$0.00
1257,62,4+ Years,105.63,6549.06,One year,Debit,Not_Specified,No,Yes,2,No,0,$0.00
1258,17,1-2 Years,90.17,1532.89,Month-to-month,Cash,Not_Specified,No,No,1,Yes,1,$0.00
1259,3,0-1 Year,96.62,289.86,Two year,UPI,Fiber,No,No,1,Yes,1,$0.00
1260,32,2-4 Years,51.45,1646.40,Month-to-month,Credit,Fiber,No,No,0,No,0,$0.00
1261,13,1-2 Years,42.77,556.01,One year,Cash,Fiber,Yes,Yes,3,No,0,$0.00
1262,68,4+ Years,60.67,4125.56,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
1263,14,1-2 Years,22.42,313.88,Month-to-month,Cash,Fiber,No,No,1,No,0,$0.00
1264,11,0-1 Year,111.88,1230.68,Month-to-month,Debit,DSL,No,Yes,3,Yes,1,$0.00
1265,56,4+ Years,58.70,3287.20,Month-to-month,Cash,Fiber,No,No,2,No,0,$0.00
1266,67,4+ Years,118.86,7963.62,Month-to-month,Credit,DSL,Yes,No,0,No,0,$0.00
1267,29,2-4 Years,96.14,2788.06,Month-to-month,Credit,DSL,No,Yes,1,Yes,1,$0.00
1268,9,0-1 Year,28.05,252.45,One year,Credit,Fiber,No,Yes,1,No,0,$0.00
1269,67,4+ Years,86.02,5763.34,Month-to-month,UPI,DSL,No,No,1,Yes,1,$0.00
1270,25,2-4 Years,47.08,1177.00,Month-to-month,Cash,Not_Specified,Yes,No,2,Yes,1,$0.00
1271,42,2-4 Years,44.37,1863.54,Month-to-month,Debit,Fiber,No,No,1,No,0,$0.00
1272,9,0-1 Year,45.66,410.94,Month-to-month,Cash,Fiber,Yes,No,1,No,0,$0.00
1273,40,2-4 Years,111.61,4464.40,Month-to-month,UPI,Fiber,No,No,2,Yes,1,$0.00
1274,25,2-4 Years,70.00,1750.00,Month-to-month,Credit,Fiber,Yes,Yes,3,No,0,$0.00
1275,5,0-1 Year,86.95,434.75,Month-to-month,Credit,Fiber,Yes,Yes,1,Yes,1,$0.00
1276,11,0-1 Year,48.09,528.99,One year,UPI,DSL,No,Yes,1,No,0,$0.00
1277,59,4+ Years,72.30,4265.70,One year,Cash,DSL,Yes,Yes,2,No,0,$0.00
1278,38,2-4 Years,55.01,2090.38,Month-to-month,Debit,DSL,Yes,Yes,1,No,0,$0.00
1279,72,4+ Years,52.11,3751.92,Month-to-month,Credit,Fiber,No,Yes,2,No,0,$0.00
1280,5,0-1 Year,44.70,223.50,Month-to-month,UPI,DSL,No,Yes,2,Yes,1,$0.00
1281,48,2-4 Years,60.90,2923.20,Two year,UPI,Fiber,No,No,3,No,0,$0.00
1282,18,1-2 Years,86.00,1548.00,Month-to-month,Debit,DSL,Yes,No,0,No,0,$0.00
1283,70,4+ Years,42.20,2954.00,One year,UPI,Fiber,Yes,Yes,1,No,0,$0.00
1284,37,2-4 Years,116.54,4311.98,Month-to-month,UPI,DSL,No,Yes,1,Yes,1,$0.00
1285,60,4+ Years,32.46,1947.60,Month-to-month,UPI,Fiber,No,Yes,2,Yes,1,$0.00
1286,48,2-4 Years,68.02,3264.96,Two year,Credit,Not_Specified,Yes,Yes,1,No,0,$0.00
1287,28,2-4 Years,28.50,798.00,Two year,Credit,Fiber,No,No,1,No,0,$0.00
1288,69,4+ Years,22.27,1536.63,Month-to-month,Cash,Fiber,Yes,No,1,Yes,1,$0.00
1289,40,2-4 Years,112.27,4490.80,One year,Debit,DSL,No,No,0,No,0,$0.00
1290,45,2-4 Years,101.04,4546.80,One year,UPI,DSL,No,No,1,No,0,$0.00
1291,62,4+ Years,89.42,5544.04,Month-to-month,UPI,Fiber,No,No,2,Yes,1,$0.00
1292,58,4+ Years,106.52,6178.16,One year,Credit,DSL,No,No,1,No,0,$0.00
1293,67,4+ Years,100.28,6718.76,Two year,Credit,Fiber,Yes,No,4,No,0,$0.00
1294,56,4+ Years,84.72,4744.32,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
1295,40,2-4 Years,104.73,4189.20,Two year,Debit,Fiber,No,No,1,No,0,$0.00
1296,40,2-4 Years,59.08,2363.20,One year,Credit,DSL,No,Yes,1,No,0,$0.00
1297,33,2-4 Years,75.28,2484.24,Month-to-month,UPI,Fiber,Yes,Yes,3,No,0,$0.00
1298,6,0-1 Year,97.63,585.78,One year,UPI,DSL,Yes,No,2,No,0,$0.00
1299,19,1-2 Years,28.48,541.12,One year,UPI,Fiber,No,Yes,2,No,0,$0.00
1300,40,2-4 Years,105.86,4234.40,Month-to-month,Cash,Fiber,No,No,1,Yes,1,$0.00
1301,59,4+ Years,35.68,2105.12,Month-to-month,Debit,DSL,Yes,No,0,Yes,1,$0.00
1302,59,4+ Years,106.45,6280.55,One year,UPI,Fiber,No,No,0,No,0,$0.00
1303,48,2-4 Years,51.13,2454.24,One year,UPI,Not_Specified,No,Yes,1,No,0,$0.00
1304,41,2-4 Years,52.68,2159.88,Month-to-month,UPI,DSL,No,No,0,No,0,$0.00
1305,13,1-2 Years,27.39,356.07,Month-to-month,Credit,Not_Specified,No,Yes,2,No,0,$0.00
1306,45,2-4 Years,108.59,4886.55,Month-to-month,UPI,Fiber,No,No,0,No,0,$0.00
1307,53,4+ Years,37.45,1984.85,Month-to-month,Credit,Not_Specified,No,Yes,0,No,0,$0.00
1308,42,2-4 Years,83.00,3486.00,Month-to-month,Credit,DSL,Yes,Yes,1,No,0,$0.00
1309,63,4+ Years,84.40,5317.20,One year,Debit,Fiber,Yes,Yes,1,Yes,1,$0.00
1310,27,2-4 Years,48.12,1299.24,Two year,Debit,DSL,No,No,3,No,0,$0.00
1311,38,2-4 Years,118.57,4505.66,Month-to-month,UPI,DSL,No,Yes,4,Yes,1,$0.00
1312,60,4+ Years,26.42,1585.20,Two year,Debit,DSL,No,No,4,No,0,$0.00
1313,7,0-1 Year,80.79,565.53,One year,Credit,Fiber,No,No,0,No,0,$0.00
1314,5,0-1 Year,67.95,339.75,Month-to-month,Credit,DSL,No,Yes,3,Yes,1,$0.00
1315,45,2-4 Years,44.55,2004.75,One year,UPI,Fiber,Yes,No,3,No,0,$0.00
1316,58,4+ Years,36.36,2108.88,Month-to-month,UPI,Fiber,No,Yes,0,No,0,$0.00
1317,31,2-4 Years,93.71,2905.01,Two year,UPI,Not_Specified,Yes,No,1,No,0,$0.00
1318,23,1-2 Years,111.63,2567.49,Month-to-month,Credit,Fiber,No,No,0,Yes,1,$0.00
1319,42,2-4 Years,30.75,1291.50,Month-to-month,Credit,DSL,No,Yes,2,No,0,$0.00
1320,10,0-1 Year,39.40,394.00,Month-to-month,UPI,DSL,No,Yes,2,No,0,$0.00
1321,32,2-4 Years,118.63,3796.16,Month-to-month,UPI,Fiber,No,Yes,1,Yes,1,$0.00
1322,53,4+ Years,21.50,1139.50,Month-to-month,Credit,DSL,No,No,2,No,0,$0.00
1323,30,2-4 Years,70.83,2124.90,Month-to-month,Debit,DSL,No,No,1,Yes,1,$0.00
1324,39,2-4 Years,71.61,2792.79,Month-to-month,Credit,Fiber,No,No,0,No,0,$0.00
1325,31,2-4 Years,46.32,1435.92,Month-to-month,Debit,Fiber,No,No,2,No,0,$0.00
1326,2,0-1 Year,86.30,172.60,Month-to-month,UPI,Fiber,No,No,0,Yes,1,$0.00
1327,12,0-1 Year,114.49,1373.88,One year,Credit,Fiber,No,Yes,1,No,0,$0.00
1328,39,2-4 Years,65.02,2535.78,Month-to-month,UPI,DSL,Yes,No,0,No,0,$0.00
1329,66,4+ Years,94.94,6266.04,Month-to-month,UPI,Fiber,Yes,No,1,No,0,$0.00
1330,13,1-2 Years,84.61,1099.93,One year,UPI,DSL,No,No,3,Yes,1,$0.00
1331,46,2-4 Years,67.29,3095.34,Month-to-month,Cash,DSL,No,No,0,Yes,1,$0.00
1332,27,2-4 Years,24.98,674.46,Month-to-month,Cash,Not_Specified,No,Yes,1,No,0,$0.00
1333,17,1-2 Years,94.17,1600.89,Month-to-month,Credit,Fiber,Yes,No,2,No,0,$0.00
1334,60,4+ Years,56.33,3379.80,Two year,Cash,Fiber,No,Yes,4,No,0,$0.00
1335,64,4+ Years,42.45,2716.80,One year,Credit,DSL,No,Yes,2,No,0,$0.00
1336,35,2-4 Years,114.83,4019.05,Month-to-month,Debit,DSL,No,No,1,Yes,1,$0.00
1337,70,4+ Years,97.35,6814.50,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
1338,30,2-4 Years,116.23,3486.90,Month-to-month,Cash,DSL,No,Yes,0,Yes,1,$0.00
1339,71,4+ Years,45.62,3239.02,Month-to-month,Cash,Fiber,Yes,Yes,1,No,0,$0.00
1340,63,4+ Years,103.58,6525.54,Month-to-month,Debit,Fiber,No,Yes,3,No,0,$0.00
1341,28,2-4 Years,80.77,2261.56,One year,Debit,Fiber,Yes,Yes,1,No,0,$0.00
1342,60,4+ Years,118.15,7089.00,Month-to-month,Credit,Fiber,Yes,No,2,No,0,$0.00
1343,37,2-4 Years,114.63,4241.31,One year,Credit,DSL,Yes,No,1,No,0,$0.00
1344,22,1-2 Years,117.30,2580.60,Two year,UPI,Fiber,No,No,1,No,0,$0.00
1345,68,4+ Years,115.18,7832.24,Month-to-month,UPI,DSL,No,Yes,1,Yes,1,$0.00
1346,20,1-2 Years,20.77,415.40,Two year,Credit,Fiber,Yes,No,5,No,0,$0.00
1347,68,4+ Years,94.11,6399.48,Two year,Debit,DSL,No,Yes,0,Yes,1,$0.00
1348,64,4+ Years,47.19,3020.16,One year,Credit,DSL,No,Yes,2,No,0,$0.00
1349,17,1-2 Years,90.50,1538.50,Month-to-month,UPI,DSL,Yes,No,1,Yes,1,$0.00
1350,12,0-1 Year,118.06,1416.72,One year,Debit,DSL,No,No,3,Yes,1,$0.00
1351,22,1-2 Years,23.94,526.68,Two year,UPI,DSL,No,No,4,No,0,$0.00
1352,17,1-2 Years,76.70,1303.90,One year,Credit,Fiber,Yes,Yes,0,No,0,$0.00
1353,10,0-1 Year,93.50,935.00,Month-to-month,Credit,Fiber,No,No,2,Yes,1,$0.00
1354,65,4+ Years,45.34,2947.10,One year,Cash,DSL,No,Yes,2,Yes,1,$0.00
1355,22,1-2 Years,42.51,935.22,Two year,Credit,Fiber,No,Yes,3,No,0,$0.00
1356,50,4+ Years,26.03,1301.50,Month-to-month,Cash,Fiber,No,No,2,No,0,$0.00
1357,14,1-2 Years,29.39,411.46,One year,Cash,Fiber,No,Yes,1,Yes,1,$0.00
1358,64,4+ Years,85.67,5482.88,Month-to-month,Cash,DSL,No,No,0,No,0,$0.00
1359,47,2-4 Years,70.52,3314.44,Month-to-month,Cash,Fiber,No,Yes,0,No,0,$0.00
1360,29,2-4 Years,23.01,667.29,Month-to-month,UPI,Not_Specified,No,No,0,No,0,$0.00
1361,36,2-4 Years,116.97,4210.92,Month-to-month,Credit,Fiber,No,No,5,No,0,$0.00
1362,52,4+ Years,85.60,4451.20,One year,Credit,Fiber,No,No,1,Yes,1,$0.00
1363,7,0-1 Year,71.55,500.85,Month-to-month,Credit,Fiber,No,Yes,0,No,0,$0.00
1364,29,2-4 Years,47.27,1370.83,Month-to-month,Cash,DSL,Yes,No,1,No,0,$0.00
1365,11,0-1 Year,85.81,943.91,Month-to-month,UPI,DSL,No,Yes,0,Yes,1,$0.00
1366,33,2-4 Years,56.42,1861.86,Month-to-month,UPI,DSL,No,No,1,No,0,$0.00
1367,6,0-1 Year,90.25,541.50,One year,Cash,Fiber,No,Yes,1,No,0,$0.00
1368,32,2-4 Years,88.26,2824.32,Month-to-month,Cash,DSL,No,No,2,Yes,1,$0.00
1369,51,4+ Years,29.27,1492.77,Month-to-month,Credit,Not_Specified,No,Yes,3,Yes,1,$0.00
1370,58,4+ Years,110.93,6433.94,Two year,UPI,Fiber,Yes,Yes,1,No,0,$0.00
1371,26,2-4 Years,68.70,1786.20,Month-to-month,Debit,DSL,No,No,3,Yes,1,$0.00
1372,46,2-4 Years,59.29,2727.34,One year,Debit,Fiber,No,No,3,No,0,$0.00
1373,29,2-4 Years,115.55,3350.95,Month-to-month,Debit,Fiber,Yes,Yes,5,Yes,1,$0.00
1374,4,0-1 Year,63.82,255.28,Month-to-month,Debit,Fiber,No,Yes,4,Yes,1,$0.00
1375,13,1-2 Years,92.12,1197.56,Month-to-month,Cash,DSL,No,Yes,0,Yes,1,$0.00
1376,39,2-4 Years,85.51,3334.89,Month-to-month,Credit,DSL,Yes,Yes,1,No,0,$0.00
1377,15,1-2 Years,36.51,547.65,Month-to-month,Debit,DSL,No,Yes,3,Yes,1,$0.00
1378,29,2-4 Years,119.11,3454.19,Month-to-month,Credit,Fiber,No,No,2,No,0,$0.00
1379,29,2-4 Years,66.36,1924.44,One year,Credit,DSL,No,No,0,No,0,$0.00
1380,32,2-4 Years,59.48,1903.36,Month-to-month,UPI,Fiber,Yes,No,0,No,0,$0.00
1381,2,0-1 Year,111.96,223.92,Month-to-month,Debit,Fiber,Yes,Yes,1,Yes,1,$0.00
1382,47,2-4 Years,72.92,3427.24,One year,Credit,DSL,No,No,1,No,0,$0.00
1383,22,1-2 Years,90.51,1991.22,Month-to-month,UPI,DSL,Yes,No,2,No,0,$0.00
1384,27,2-4 Years,104.62,2824.74,Two year,Cash,DSL,Yes,No,1,No,0,$0.00
1385,67,4+ Years,43.55,2917.85,Two year,Credit,Fiber,No,No,5,No,0,$0.00
1386,56,4+ Years,36.95,2069.20,Month-to-month,Credit,DSL,Yes,Yes,0,Yes,1,$0.00
1387,21,1-2 Years,26.85,563.85,Two year,UPI,Fiber,No,No,0,No,0,$0.00
1388,47,2-4 Years,109.71,5156.37,Two year,Credit,Fiber,Yes,No,0,No,0,$0.00
1389,59,4+ Years,40.04,2362.36,Two year,Cash,Fiber,No,No,1,No,0,$0.00
1390,6,0-1 Year,50.78,304.68,One year,Cash,Fiber,Yes,No,1,Yes,1,$0.00
1391,19,1-2 Years,48.58,923.02,Two year,UPI,DSL,No,Yes,2,No,0,$0.00
1392,57,4+ Years,50.46,2876.22,One year,Debit,Fiber,No,No,0,No,0,$0.00
1393,69,4+ Years,86.81,5989.89,Two year,Credit,DSL,Yes,No,2,No,0,$0.00
1394,3,0-1 Year,115.41,346.23,One year,Credit,Fiber,No,No,1,Yes,1,$0.00
1395,1,0-1 Year,52.95,52.95,Two year,Debit,Fiber,Yes,No,0,No,0,$0.00
1396,58,4+ Years,60.76,3524.08,Month-to-month,Cash,DSL,No,No,2,No,0,$0.00
1397,38,2-4 Years,97.11,3690.18,One year,Credit,Fiber,No,Yes,1,Yes,1,$0.00
1398,15,1-2 Years,63.23,948.45,Two year,UPI,Not_Specified,No,No,3,No,0,$0.00
1399,34,2-4 Years,112.60,3828.40,Month-to-month,UPI,DSL,Yes,No,2,No,0,$0.00
1400,61,4+ Years,70.32,4289.52,Month-to-month,UPI,Fiber,Yes,No,6,Yes,1,$0.00
1401,35,2-4 Years,54.77,1916.95,Month-to-month,Credit,DSL,Yes,Yes,0,No,0,$0.00
1402,64,4+ Years,117.16,7498.24,Two year,Debit,Not_Specified,No,Yes,0,No,0,$0.00
1403,25,2-4 Years,62.58,1564.50,Two year,Credit,Fiber,Yes,No,3,Yes,1,$0.00
1404,24,1-2 Years,43.12,1034.88,Month-to-month,Debit,DSL,Yes,No,2,No,0,$0.00
1405,12,0-1 Year,37.77,453.24,Two year,Debit,Not_Specified,Yes,No,1,No,0,$0.00
1406,18,1-2 Years,119.52,2151.36,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
1407,15,1-2 Years,95.30,1429.50,Month-to-month,Cash,Fiber,No,Yes,1,Yes,1,$0.00
1408,27,2-4 Years,60.87,1643.49,One year,Debit,DSL,Yes,No,2,No,0,$0.00
1409,72,4+ Years,102.64,7390.08,Month-to-month,Credit,Not_Specified,No,Yes,1,Yes,1,$0.00
1410,60,4+ Years,74.68,4480.80,Month-to-month,Cash,DSL,No,No,1,No,0,$0.00
1411,46,2-4 Years,51.74,2380.04,One year,Cash,DSL,Yes,Yes,0,Yes,1,$0.00
1412,17,1-2 Years,94.34,1603.78,Month-to-month,Credit,Fiber,No,Yes,3,Yes,1,$0.00
1413,53,4+ Years,94.59,5013.27,One year,Credit,Not_Specified,Yes,No,1,No,0,$0.00
1414,8,0-1 Year,70.02,560.16,Month-to-month,Cash,Fiber,No,No,1,No,0,$0.00
1415,27,2-4 Years,24.52,662.04,Two year,Credit,Fiber,No,Yes,1,No,0,$0.00
1416,46,2-4 Years,27.70,1274.20,One year,Cash,Fiber,No,No,1,Yes,1,$0.00
1417,50,4+ Years,98.87,4943.50,One year,Cash,DSL,No,No,1,No,0,$0.00
1418,71,4+ Years,102.35,7266.85,Month-to-month,Cash,Fiber,No,No,1,Yes,1,$0.00
1419,3,0-1 Year,87.83,263.49,Two year,UPI,Fiber,No,No,4,Yes,1,$0.00
1420,64,4+ Years,103.91,6650.24,Month-to-month,Credit,Fiber,No,Yes,1,Yes,1,$0.00
1421,44,2-4 Years,91.95,4045.80,Month-to-month,UPI,Fiber,No,No,2,No,0,$0.00
1422,53,4+ Years,109.69,5813.57,Month-to-month,Credit,Not_Specified,Yes,Yes,2,No,0,$0.00
1423,24,1-2 Years,35.04,840.96,Two year,Debit,Fiber,No,Yes,3,Yes,1,$0.00
1424,60,4+ Years,58.77,3526.20,Two year,UPI,DSL,Yes,No,1,No,0,$0.00
1425,3,0-1 Year,66.41,199.23,Two year,Credit,DSL,Yes,Yes,0,No,0,$0.00
1426,20,1-2 Years,49.77,995.40,One year,Credit,DSL,No,Yes,2,No,0,$0.00
1427,46,2-4 Years,92.54,4256.84,Month-to-month,Cash,DSL,No,No,1,Yes,1,$0.00
1428,15,1-2 Years,111.24,1668.60,Two year,Debit,Fiber,No,Yes,2,No,0,$0.00
1429,25,2-4 Years,61.25,1531.25,Month-to-month,Debit,DSL,No,No,0,No,0,$0.00
1430,71,4+ Years,114.15,8104.65,Month-to-month,Credit,DSL,Yes,No,1,No,0,$0.00
1431,17,1-2 Years,71.68,1218.56,Month-to-month,Debit,DSL,No,No,0,No,0,$0.00
1432,9,0-1 Year,72.25,650.25,Month-to-month,Debit,Fiber,No,Yes,3,Yes,1,$0.00
1433,38,2-4 Years,80.02,3040.76,One year,UPI,Fiber,Yes,No,0,No,0,$0.00
1434,48,2-4 Years,46.83,2247.84,Month-to-month,Debit,Fiber,Yes,Yes,4,Yes,1,$0.00
1435,60,4+ Years,58.34,3500.40,Month-to-month,Debit,Fiber,No,Yes,0,Yes,1,$0.00
1436,63,4+ Years,75.32,4745.16,One year,Cash,Not_Specified,Yes,No,0,No,0,$0.00
1437,2,0-1 Year,114.20,228.40,Month-to-month,Cash,Fiber,Yes,No,1,Yes,1,$0.00
1438,72,4+ Years,84.27,6067.44,Month-to-month,UPI,Fiber,Yes,No,1,No,0,$0.00
1439,11,0-1 Year,53.31,586.41,Two year,Credit,DSL,No,No,2,No,0,$0.00
1440,64,4+ Years,21.05,1347.20,Month-to-month,Cash,Fiber,No,No,2,No,0,$0.00
1441,72,4+ Years,118.17,8508.24,One year,UPI,Fiber,No,No,2,No,0,$0.00
1442,21,1-2 Years,69.30,1455.30,Month-to-month,Debit,Fiber,Yes,No,0,No,0,$0.00
1443,18,1-2 Years,113.85,2049.30,Month-to-month,UPI,Fiber,No,No,2,Yes,1,$0.00
1444,64,4+ Years,74.93,4795.52,One year,Cash,DSL,No,Yes,4,No,0,$0.00
1445,38,2-4 Years,80.55,3060.90,Month-to-month,Debit,DSL,Yes,No,2,Yes,1,$0.00
1446,32,2-4 Years,91.19,2918.08,Month-to-month,UPI,Not_Specified,Yes,No,2,No,0,$0.00
1447,11,0-1 Year,52.10,573.10,Month-to-month,Cash,DSL,Yes,No,1,No,0,$0.00
1448,45,2-4 Years,89.90,4045.50,Month-to-month,UPI,DSL,No,No,0,Yes,1,$0.00
1449,33,2-4 Years,72.68,2398.44,Month-to-month,Credit,Fiber,Yes,Yes,0,No,0,$0.00
1450,41,2-4 Years,87.25,3577.25,Month-to-month,Debit,Fiber,No,No,1,Yes,1,$0.00
1451,8,0-1 Year,103.58,828.64,Month-to-month,UPI,Fiber,No,No,2,Yes,1,$0.00
1452,11,0-1 Year,38.42,422.62,Two year,UPI,DSL,Yes,No,2,No,0,$0.00
1453,51,4+ Years,81.36,4149.36,Month-to-month,Debit,Fiber,No,No,1,Yes,1,$0.00
1454,41,2-4 Years,25.21,1033.61,Month-to-month,Cash,Fiber,No,No,1,No,0,$0.00
1455,17,1-2 Years,30.21,513.57,One year,UPI,Not_Specified,Yes,No,1,No,0,$0.00
1456,46,2-4 Years,87.46,4023.16,Two year,Cash,Fiber,No,No,3,Yes,1,$0.00
1457,32,2-4 Years,27.09,866.88,Month-to-month,Credit,Fiber,No,No,0,No,0,$0.00
1458,54,4+ Years,79.54,4295.16,Month-to-month,Debit,DSL,No,No,2,No,0,$0.00
1459,20,1-2 Years,42.00,840.00,Month-to-month,Cash,DSL,Yes,No,2,No,0,$0.00
1460,33,2-4 Years,50.41,1663.53,Month-to-month,Cash,Not_Specified,No,No,1,No,0,$0.00
1461,40,2-4 Years,32.96,1318.40,Month-to-month,Cash,DSL,No,Yes,3,Yes,1,$0.00
1462,32,2-4 Years,44.87,1435.84,Month-to-month,Credit,Fiber,No,No,0,No,0,$0.00
1463,2,0-1 Year,102.13,204.26,Month-to-month,Debit,DSL,Yes,Yes,1,Yes,1,$0.00
1464,33,2-4 Years,83.89,2768.37,Month-to-month,Cash,Fiber,Yes,No,2,No,0,$0.00
1465,30,2-4 Years,114.98,3449.40,Month-to-month,Cash,Fiber,Yes,No,1,Yes,1,$0.00
1466,33,2-4 Years,24.87,820.71,One year,Credit,Fiber,No,Yes,2,No,0,$0.00
1467,26,2-4 Years,99.24,2580.24,Month-to-month,Debit,Fiber,No,Yes,1,Yes,1,$0.00
1468,22,1-2 Years,89.91,1978.02,Month-to-month,UPI,Fiber,No,Yes,0,No,0,$0.00
1469,66,4+ Years,46.09,3041.94,Month-to-month,Debit,Fiber,No,No,3,Yes,1,$0.00
1470,38,2-4 Years,92.92,3530.96,Month-to-month,UPI,DSL,No,No,3,Yes,1,$0.00
1471,46,2-4 Years,91.65,4215.90,One year,Credit,Fiber,Yes,No,2,No,0,$0.00
1472,15,1-2 Years,65.93,988.95,Two year,UPI,Fiber,No,Yes,3,No,0,$0.00
1473,44,2-4 Years,88.86,3909.84,Month-to-month,Credit,Not_Specified,Yes,No,2,No,0,$0.00
1474,49,4+ Years,64.46,3158.54,Month-to-month,UPI,DSL,No,No,1,No,0,$0.00
1475,61,4+ Years,53.55,3266.55,One year,Credit,DSL,Yes,No,2,Yes,1,$0.00
1476,67,4+ Years,66.65,4465.55,Month-to-month,Debit,Fiber,Yes,Yes,3,Yes,1,$0.00
1477,6,0-1 Year,109.51,657.06,Two year,Debit,Fiber,Yes,Yes,1,No,0,$0.00
1478,9,0-1 Year,58.46,526.14,Month-to-month,UPI,Fiber,No,No,3,Yes,1,$0.00
1479,6,0-1 Year,60.37,362.22,One year,Debit,Fiber,No,Yes,2,No,0,$0.00
1480,32,2-4 Years,80.84,2586.88,Month-to-month,UPI,DSL,Yes,Yes,2,No,0,$0.00
1481,41,2-4 Years,95.30,3907.30,Month-to-month,Credit,Fiber,No,No,1,Yes,1,$0.00
1482,8,0-1 Year,93.46,747.68,Month-to-month,Cash,Fiber,No,No,2,No,0,$0.00
1483,72,4+ Years,21.98,1582.56,One year,Credit,Fiber,Yes,No,1,No,0,$0.00
1484,50,4+ Years,88.74,4437.00,One year,Cash,Fiber,Yes,No,3,No,0,$0.00
1485,62,4+ Years,65.06,4033.72,Two year,Debit,Fiber,No,No,1,No,0,$0.00
1486,62,4+ Years,72.41,4489.42,Month-to-month,Debit,DSL,No,Yes,4,Yes,1,$0.00
1487,7,0-1 Year,76.17,533.19,One year,UPI,Not_Specified,No,No,0,No,0,$0.00
1488,4,0-1 Year,93.17,372.68,Month-to-month,UPI,Fiber,No,No,0,Yes,1,$0.00
1489,6,0-1 Year,103.13,618.78,Month-to-month,Cash,DSL,No,No,3,Yes,1,$0.00
1490,58,4+ Years,84.63,4908.54,Month-to-month,Credit,Fiber,Yes,Yes,1,No,0,$0.00
1491,22,1-2 Years,76.39,1680.58,Month-to-month,Cash,DSL,No,No,2,No,0,$0.00
